      After |    Peak Mem | File Name                                                                  |        Before |    Peak Mem ||         Change || Change (mem) | % Change | % Change (mem)
   1m46.30s |   870068 ko | Specific/montgomery32_2e336m17_11limbs/Synthesis.vo                        |      1m45.35s |   871968 ko ||      +0m00.95s ||     -1900 ko |   +0.90% |         -0.21%
   1m44.11s |  2219012 ko | Specific/solinas32_2e488m17_19limbs/freeze.vo                              |      1m43.12s |  2231336 ko ||      +0m00.98s ||    -12324 ko |   +0.96% |         -0.55%
   1m43.61s |  2193044 ko | Specific/solinas32_2e521m1_19limbs/freeze.vo                               |      1m43.98s |  2187404 ko ||      -0m00.36s ||      5640 ko |   -0.35% |         +0.25%
   1m43.18s |   901896 ko | Specific/solinas32_2e452m3_17limbs/Synthesis.vo                            |      1m43.80s |   902192 ko ||      -0m00.61s ||      -296 ko |   -0.59% |         -0.03%
   1m42.95s |  2230240 ko | Specific/solinas32_2e468m17_19limbs/freeze.vo                              |      1m43.01s |  2235984 ko ||      -0m00.05s ||     -5744 ko |   -0.05% |         -0.25%
   1m40.62s |   901248 ko | Specific/solinas32_2e444m17_17limbs/Synthesis.vo                           |      1m41.04s |   903648 ko ||      -0m00.41s ||     -2400 ko |   -0.41% |         -0.26%
   1m37.89s |  1001028 ko | Specific/solinas32_2e480m2e240m1_18limbs/Synthesis.vo                      |      1m37.71s |   953496 ko ||      +0m00.17s ||     47532 ko |   +0.18% |         +4.98%
   1m37.82s |  1192480 ko | Specific/solinas32_2e495m31_21limbs/feadd.vo                               |      1m37.40s |  1193140 ko ||      +0m00.41s ||      -660 ko |   +0.43% |         -0.05%
   1m35.11s |   850268 ko | Specific/montgomery64_2e510m290x2e496m1_8limbs/Synthesis.vo                |      1m34.41s |   855112 ko ||      +0m00.70s ||     -4844 ko |   +0.74% |         -0.56%
   1m34.61s |   837060 ko | Specific/montgomery64_2e489m21_8limbs/Synthesis.vo                         |      1m34.38s |   839136 ko ||      +0m00.23s ||     -2076 ko |   +0.24% |         -0.24%
   1m34.58s |   850516 ko | Specific/montgomery64_2e450m2e225m1_8limbs/Synthesis.vo                    |      1m34.25s |   856960 ko ||      +0m00.32s ||     -6444 ko |   +0.35% |         -0.75%
   1m34.13s |   846728 ko | Specific/montgomery64_2e480m2e240m1_8limbs/Synthesis.vo                    |      1m33.97s |   850448 ko ||      +0m00.15s ||     -3720 ko |   +0.17% |         -0.43%
   1m34.11s |   835164 ko | Specific/montgomery64_2e495m31_8limbs/Synthesis.vo                         |      1m34.66s |   836612 ko ||      -0m00.54s ||     -1448 ko |   -0.58% |         -0.17%
   1m33.94s |  1982408 ko | Specific/solinas32_2e489m21_20limbs/fecarry.vo                             |      1m33.52s |  1981876 ko ||      +0m00.41s ||       532 ko |   +0.44% |         +0.02%
   1m33.83s |   834376 ko | Specific/montgomery64_2e468m17_8limbs/Synthesis.vo                         |      1m33.93s |   834012 ko ||      -0m00.10s ||       364 ko |   -0.10% |         +0.04%
   1m33.75s |   834532 ko | Specific/montgomery64_2e452m3_8limbs/Synthesis.vo                          |      1m33.83s |   839848 ko ||      -0m00.07s ||     -5316 ko |   -0.08% |         -0.63%
   1m33.45s |   949948 ko | Specific/solinas32_2e448m2e224m1_18limbs/Synthesis.vo                      |      1m33.10s |   992460 ko ||      +0m00.35s ||    -42512 ko |   +0.37% |         -4.28%
   1m33.39s |   834536 ko | Specific/montgomery64_2e511m481_8limbs/Synthesis.vo                        |      1m34.19s |   839920 ko ||      -0m00.79s ||     -5384 ko |   -0.84% |         -0.64%
   1m32.21s |   832592 ko | Specific/montgomery64_2e512m569_8limbs/Synthesis.vo                        |      1m32.91s |   836096 ko ||      -0m00.69s ||     -3504 ko |   -0.75% |         -0.41%
   1m31.60s |  2035904 ko | Specific/solinas32_2e468m17_18limbs/freeze.vo                              |      1m31.23s |  2079996 ko ||      +0m00.36s ||    -44092 ko |   +0.40% |         -2.11%
   1m31.05s |  1945680 ko | Specific/solinas32_2e521m1_20limbs/fecarry.vo                              |      1m30.74s |  1882608 ko ||      +0m00.31s ||     63072 ko |   +0.34% |         +3.35%
   1m30.58s |  2025444 ko | Specific/solinas32_2e444m17_18limbs/freeze.vo                              |      1m30.05s |  2029712 ko ||      +0m00.53s ||     -4268 ko |   +0.58% |         -0.21%
   1m29.95s |  2071696 ko | Specific/solinas32_2e384m2e128m2e96p2e32m1_18limbs/freeze.vo               |      1m29.25s |  2026960 ko ||      +0m00.70s ||     44736 ko |   +0.78% |         +2.20%
   1m29.64s |   487252 ko | Spec/Test/X25519.vo                                                        |      1m29.49s |   486248 ko ||      +0m00.15s ||      1004 ko |   +0.16% |         +0.20%
   1m29.12s |   900568 ko | Specific/solinas32_2e401m31_17limbs/Synthesis.vo                           |      1m28.95s |   887704 ko ||      +0m00.17s ||     12864 ko |   +0.19% |         +1.44%
   1m27.73s |  1523800 ko | Specific/solinas32_2e291m19_12limbs/femul.vo                               |      1m28.34s |  1509688 ko ||      -0m00.60s ||     14112 ko |   -0.69% |         +0.93%
   1m27.26s |   943116 ko | Specific/solinas32_2e416m2e208m1_18limbs/Synthesis.vo                      |      1m26.56s |   942780 ko ||      +0m00.70s ||       336 ko |   +0.80% |         +0.03%
   1m26.01s |  1517680 ko | Specific/solinas32_2e336m3_12limbs/femul.vo                                |      1m26.50s |  1468840 ko ||      -0m00.48s ||     48840 ko |   -0.56% |         +3.32%
   1m25.97s |   945628 ko | Specific/solinas32_2e450m2e225m1_18limbs/Synthesis.vo                      |      1m25.64s |   945700 ko ||      +0m00.32s ||       -72 ko |   +0.38% |         -0.00%
   1m25.84s |  2058396 ko | Specific/solinas32_2e383m421_18limbs/freeze.vo                             |      1m25.91s |  2034292 ko ||      -0m00.06s ||     24104 ko |   -0.08% |         +1.18%
   1m25.65s |  1930492 ko | Specific/solinas32_2e480m2e240m1_18limbs/fecarry.vo                        |      1m25.39s |  1930724 ko ||      +0m00.26s ||      -232 ko |   +0.30% |         -0.01%
   1m25.49s |  1226148 ko | Specific/solinas32_2e521m1_20limbs/fesub.vo                                |      1m24.89s |  1236176 ko ||      +0m00.59s ||    -10028 ko |   +0.70% |         -0.81%
   1m24.99s |  1211960 ko | Specific/solinas32_2e488m17_20limbs/fesub.vo                               |      1m24.64s |  1212104 ko ||      +0m00.34s ||      -144 ko |   +0.41% |         -0.01%
   1m24.93s |   886252 ko | Specific/solinas32_2e383m421_17limbs/Synthesis.vo                          |      1m24.83s |   886064 ko ||      +0m00.10s ||       188 ko |   +0.11% |         +0.02%
   1m24.64s |  1236180 ko | Specific/solinas32_2e495m31_20limbs/fesub.vo                               |      1m24.91s |  1224308 ko ||      -0m00.26s ||     11872 ko |   -0.31% |         +0.96%
   1m24.37s |   885276 ko | Specific/solinas32_2e382m105_17limbs/Synthesis.vo                          |      1m24.35s |   885456 ko ||      +0m00.02s ||      -180 ko |   +0.02% |         -0.02%
   1m24.35s |  1531220 ko | Specific/solinas32_2e255m765_12limbs/femul.vo                              |      1m25.14s |  1518156 ko ||      -0m00.79s ||     13064 ko |   -0.92% |         +0.86%
   1m23.97s |  1216604 ko | Specific/solinas32_2e450m2e225m1_20limbs/fesub.vo                          |      1m23.80s |  1218352 ko ||      +0m00.17s ||     -1748 ko |   +0.20% |         -0.14%
   1m23.29s |   625472 ko | Compilers/Named/MapCastInterp.vo                                           |      1m23.74s |   624956 ko ||      -0m00.45s ||       516 ko |   -0.53% |         +0.08%
   1m23.18s |  1964168 ko | Specific/solinas32_2e416m2e208m1_18limbs/fecarry.vo                        |      1m23.36s |  1964032 ko ||      -0m00.17s ||       136 ko |   -0.21% |         +0.00%
   1m22.33s |  1874252 ko | Specific/solinas32_2e382m105_17limbs/freeze.vo                             |      1m21.35s |  1866592 ko ||      +0m00.98s ||      7660 ko |   +1.20% |         +0.41%
   1m22.10s |  1872232 ko | Specific/solinas32_2e413m21_17limbs/freeze.vo                              |      1m21.38s |  1872596 ko ||      +0m00.71s ||      -364 ko |   +0.88% |         -0.01%
   1m21.95s |  1859796 ko | Specific/solinas32_2e401m31_17limbs/freeze.vo                              |      1m22.22s |  1870868 ko ||      -0m00.26s ||    -11072 ko |   -0.32% |         -0.59%
   1m21.16s |  1807288 ko | Specific/solinas32_2e468m17_19limbs/fecarry.vo                             |      1m20.93s |  1815772 ko ||      +0m00.22s ||     -8484 ko |   +0.28% |         -0.46%
   1m18.08s |  1131772 ko | Specific/solinas32_2e450m2e225m1_20limbs/feadd.vo                          |      1m17.67s |  1130788 ko ||      +0m00.40s ||       984 ko |   +0.52% |         +0.08%
   1m17.11s |  1131304 ko | Specific/solinas32_2e480m2e240m1_20limbs/feadd.vo                          |      1m17.30s |  1152228 ko ||      -0m00.18s ||    -20924 ko |   -0.24% |         -1.81%
   1m16.03s |  1376868 ko | Specific/solinas32_2e256m189_11limbs/femul.vo                              |      1m16.38s |  1368628 ko ||      -0m00.34s ||      8240 ko |   -0.45% |         +0.60%
   1m15.83s |  1358916 ko | Specific/solinas32_2e285m9_11limbs/femul.vo                                |      1m16.67s |  1365728 ko ||      -0m00.84s ||     -6812 ko |   -1.09% |         -0.49%
   1m15.70s |  1719308 ko | Specific/solinas32_2e401m31_16limbs/freeze.vo                              |      1m15.89s |  1733364 ko ||      -0m00.18s ||    -14056 ko |   -0.25% |         -0.81%
   1m15.62s |  1709120 ko | Specific/solinas32_2e414m17_16limbs/freeze.vo                              |      1m16.23s |  1712592 ko ||      -0m00.60s ||     -3472 ko |   -0.80% |         -0.20%
   1m15.47s |  1352940 ko | Specific/solinas32_2e266m3_11limbs/femul.vo                                |      1m16.35s |  1362492 ko ||      -0m00.87s ||     -9552 ko |   -1.15% |         -0.70%
   1m15.44s |  1336416 ko | Specific/solinas32_2e251m9_11limbs/femul.vo                                |      1m16.05s |  1337296 ko ||      -0m00.60s ||      -880 ko |   -0.80% |         -0.06%
   1m14.90s |   862004 ko | Specific/solinas32_2e401m31_16limbs/Synthesis.vo                           |      1m14.66s |   860832 ko ||      +0m00.24s ||      1172 ko |   +0.32% |         +0.13%
   1m13.78s |  1637828 ko | Specific/solinas32_2e452m3_18limbs/fecarry.vo                              |      1m13.55s |  1638512 ko ||      +0m00.23s ||      -684 ko |   +0.31% |         -0.04%
   1m12.90s |  1160968 ko | Specific/solinas32_2e521m1_19limbs/fesub.vo                                |      1m12.52s |  1161800 ko ||      +0m00.38s ||      -832 ko |   +0.52% |         -0.07%
   1m12.49s |  1138972 ko | Specific/solinas32_2e489m21_19limbs/fesub.vo                               |      1m12.30s |  1145824 ko ||      +0m00.18s ||     -6852 ko |   +0.26% |         -0.59%
   1m12.11s |   856924 ko | Specific/solinas32_2e389m21_16limbs/Synthesis.vo                           |      1m12.34s |   854648 ko ||      -0m00.23s ||      2276 ko |   -0.31% |         +0.26%
   1m11.77s |  1714164 ko | Specific/solinas32_2e448m2e224m1_16limbs/freeze.vo                         |      1m11.49s |  1711788 ko ||      +0m00.28s ||      2376 ko |   +0.39% |         +0.13%
   1m11.68s |  1718480 ko | Specific/solinas32_2e389m21_16limbs/freeze.vo                              |      1m11.85s |  1723996 ko ||      -0m00.16s ||     -5516 ko |   -0.23% |         -0.31%
   1m11.03s |   857276 ko | Specific/solinas32_2e382m105_16limbs/Synthesis.vo                          |      1m10.70s |   855768 ko ||      +0m00.32s ||      1508 ko |   +0.46% |         +0.17%
   1m11.00s |  1692752 ko | Specific/solinas32_2e444m17_18limbs/fecarry.vo                             |      1m11.41s |  1690552 ko ||      -0m00.40s ||      2200 ko |   -0.57% |         +0.13%
   1m10.47s |   853872 ko | Specific/solinas32_2e379m19_16limbs/Synthesis.vo                           |      1m10.35s |   852028 ko ||      +0m00.12s ||      1844 ko |   +0.17% |         +0.21%
   1m08.47s |   853664 ko | Specific/solinas32_2e369m25_16limbs/Synthesis.vo                           |      1m08.37s |   853164 ko ||      +0m00.09s ||       500 ko |   +0.14% |         +0.05%
   1m08.18s |  1649212 ko | Specific/solinas32_2e383m31_15limbs/freeze.vo                              |      1m08.05s |  1630540 ko ||      +0m00.13s ||     18672 ko |   +0.19% |         +1.14%
   1m07.89s |  1644436 ko | Specific/solinas32_2e379m19_15limbs/freeze.vo                              |      1m07.58s |  1630608 ko ||      +0m00.31s ||     13828 ko |   +0.45% |         +0.84%
   1m07.51s |  1097040 ko | Specific/solinas32_2e468m17_19limbs/feadd.vo                               |      1m07.21s |  1096832 ko ||      +0m00.30s ||       208 ko |   +0.44% |         +0.01%
   1m06.63s |  1098244 ko | Specific/solinas32_2e488m17_19limbs/feadd.vo                               |      1m07.22s |  1098140 ko ||      -0m00.59s ||       104 ko |   -0.87% |         +0.00%
   1m04.85s |  1630300 ko | Specific/solinas32_2e369m25_15limbs/freeze.vo                              |      1m04.25s |  1669656 ko ||      +0m00.59s ||    -39356 ko |   +0.93% |         -2.35%
   1m04.74s |  1225628 ko | Specific/X25519/C32/femul.vo                                               |      1m04.12s |  1225700 ko ||      +0m00.61s ||       -72 ko |   +0.96% |         -0.00%
   1m04.20s |  1253136 ko | Specific/solinas64_2e512m569_10limbs/femul.vo                              |      1m04.71s |  1262468 ko ||      -0m00.50s ||     -9332 ko |   -0.78% |         -0.73%
   1m03.93s |  1303940 ko | Specific/solinas32_2e291m19_11limbs/fesquare.vo                            |      1m04.52s |  1313080 ko ||      -0m00.58s ||     -9140 ko |   -0.91% |         -0.69%
   1m03.61s |  1117840 ko | Specific/solinas32_2e480m2e240m1_18limbs/fesub.vo                          |      1m03.96s |  1120564 ko ||      -0m00.35s ||     -2724 ko |   -0.54% |         -0.24%
   1m03.53s |  1524640 ko | Specific/solinas32_2e414m17_17limbs/fecarry.vo                             |      1m03.14s |  1522712 ko ||      +0m00.39s ||      1928 ko |   +0.61% |         +0.12%
   1m03.24s |  1530376 ko | Specific/solinas32_2e383m421_17limbs/fecarry.vo                            |      1m02.28s |  1530580 ko ||      +0m00.96s ||      -204 ko |   +1.54% |         -0.01%
   1m02.99s |  1599088 ko | Specific/solinas32_2e384m317_17limbs/fecarry.vo                            |      1m03.70s |  1600056 ko ||      -0m00.71s ||      -968 ko |   -1.11% |         -0.06%
   1m02.96s |  1225812 ko | Specific/solinas32_2e255m19_10limbs_donna/femul.vo                         |      1m02.00s |  1254336 ko ||      +0m00.96s ||    -28524 ko |   +1.54% |         -2.27%
   1m02.90s |  1116400 ko | Specific/solinas32_2e450m2e225m1_18limbs/fesub.vo                          |      1m03.13s |  1124128 ko ||      -0m00.23s ||     -7728 ko |   -0.36% |         -0.68%
   1m02.31s |  1124120 ko | Specific/solinas32_2e384m317_18limbs/fesub.vo                              |      1m02.31s |  1124856 ko ||      +0m00.00s ||      -736 ko |   +0.00% |         -0.06%
   1m01.99s |  1132588 ko | Specific/solinas32_2e448m2e224m1_18limbs/fesub.vo                          |      1m01.46s |  1132332 ko ||      +0m00.53s ||       256 ko |   +0.86% |         +0.02%
   1m01.97s |  1131808 ko | Specific/solinas32_2e452m3_18limbs/fesub.vo                                |      1m01.59s |  1132584 ko ||      +0m00.37s ||      -776 ko |   +0.61% |         -0.06%
   1m01.05s |  1524848 ko | Specific/solinas32_2e413m21_17limbs/fecarry.vo                             |      1m00.54s |  1521992 ko ||      +0m00.50s ||      2856 ko |   +0.84% |         +0.18%
   1m01.02s |  1599488 ko | Specific/solinas32_2e383m187_17limbs/fecarry.vo                            |      1m00.39s |  1530536 ko ||      +0m00.63s ||     68952 ko |   +1.04% |         +4.50%
   1m00.90s |  1239700 ko | Specific/solinas32_2e266m3_10limbs/femul.vo                                |      1m01.22s |  1214744 ko ||      -0m00.32s ||     24956 ko |   -0.52% |         +2.05%
