       Time |    Peak Mem | File Name                                                                 
   0m04.10s |   736772 ko | Specific/montgomery64_2e489m21_8limbs/feaddDisplay.log                    
   0m04.10s |   737148 ko | Specific/montgomery64_2e512m491x2e496m1_8limbs/feaddDisplay.log           
   0m04.10s |   735624 ko | Specific/solinas32_2e165m25_8limbs/femulDisplay.log                       
   0m04.10s |   740112 ko | Specific/solinas64_2e468m17_9limbs/femulDisplay.log                       
   0m04.10s |   740188 ko | Specific/solinas64_2e495m31_9limbs/femulDisplay.log                       
   0m04.09s |   754364 ko | Specific/montgomery32_2e413m21_13limbs/feaddDisplay.log                   
   0m04.09s |   746140 ko | Specific/solinas32_2e384m2e128m2e96p2e32m1_18limbs/freezeDisplay.log      
   0m04.09s |   739848 ko | Specific/solinas64_2e414m17_9limbs/femulDisplay.log                       
   0m04.08s |   736492 ko | Specific/solinas64_2e383m421_8limbs/fesquareDisplay.log                   
   0m04.07s |   747584 ko | Specific/montgomery32_2e382m105_12limbs/fesubDisplay.log                  
   0m04.07s |   747928 ko | Specific/montgomery32_2e383m31_12limbs/fesubDisplay.log                   
   0m04.07s |   760200 ko | Specific/montgomery32_2e450m2e225m1_15limbs/feoppDisplay.log              
   0m04.07s |   656608 ko | Specific/solinas32_2e127m1_6limbs/Synthesis.vo                            
   0m04.07s |   735052 ko | Specific/solinas32_2e171m19_8limbs/femulDisplay.log                       
   0m04.07s |   735904 ko | Specific/solinas32_2e190m11_8limbs/femulDisplay.log                       
   0m04.07s |   743528 ko | Specific/solinas32_2e383m421_17limbs/freezeDisplay.log                    
   0m04.07s |   649976 ko | Specific/solinas64_2e251m9_5limbs/Synthesis.vo                            
   0m04.07s |   736364 ko | Specific/solinas64_2e383m31_8limbs/fesquareDisplay.log                    
   0m04.07s |   738412 ko | Specific/solinas64_2e414m17_8limbs/femulDisplay.log                       
   0m04.07s |   742168 ko | Specific/solinas64_2e480m2e240m1_8limbs/femulDisplay.log                  
   0m04.06s |   747892 ko | Specific/montgomery32_2e383m421_12limbs/fesubDisplay.log                  
   0m04.06s |   747888 ko | Specific/montgomery32_2e384m2e128m2e96p2e32m1_12limbs/fesubDisplay.log    
   0m04.06s |   735948 ko | Specific/solinas32_2e198m17_8limbs/femulDisplay.log                       
   0m04.06s |   736048 ko | Specific/solinas64_2e401m31_8limbs/fesquareDisplay.log                    
   0m04.06s |   742212 ko | Specific/solinas64_2e416m2e208m1_8limbs/femulDisplay.log                  
   0m04.05s |   758632 ko | Specific/montgomery32_2e468m17_15limbs/feoppDisplay.log                   
   0m04.05s |   760256 ko | Specific/montgomery32_2e480m2e240m1_15limbs/feoppDisplay.log              
   0m04.05s |   737220 ko | Specific/solinas64_2e444m17_8limbs/femulDisplay.log                       
   0m04.04s |   745000 ko | Specific/solinas32_2e444m17_18limbs/freezeDisplay.log                     
   0m04.04s |   735500 ko | Specific/solinas64_2e382m105_8limbs/fesquareDisplay.log                   
   0m04.03s |   747792 ko | Specific/montgomery32_2e369m25_12limbs/feaddDisplay.log                   
   0m04.03s |   748496 ko | Specific/montgomery32_2e384m2e128m2e96p2e32m1_12limbs/feaddDisplay.log    
   0m04.03s |   748068 ko | Specific/montgomery32_2e384m79x2e376m1_12limbs/fesubDisplay.log           
   0m04.03s |   764792 ko | Specific/montgomery32_2e511m187_16limbs/feoppDisplay.log                  
   0m04.02s |   748252 ko | Specific/montgomery32_2e383m187_12limbs/feaddDisplay.log                  
   0m04.02s |   747692 ko | Specific/montgomery32_2e384m317_12limbs/fesubDisplay.log                  
   0m04.02s |   734876 ko | Specific/solinas32_2e206m5_8limbs/femulDisplay.log                        
   0m04.02s |   736040 ko | Specific/solinas64_2e369m25_8limbs/fesquareDisplay.log                    
   0m04.01s |   748016 ko | Specific/montgomery32_2e382m105_12limbs/feaddDisplay.log                  
   0m04.01s |   748380 ko | Specific/montgomery32_2e383m421_12limbs/feaddDisplay.log                  
   0m04.01s |   748248 ko | Specific/montgomery32_2e384m317_12limbs/feaddDisplay.log                  
   0m04.01s |   748100 ko | Specific/montgomery32_2e384m5x2e368m1_12limbs/fesubDisplay.log            
   0m04.01s |   764680 ko | Specific/montgomery32_2e511m481_16limbs/feoppDisplay.log                  
   0m04.01s |   735396 ko | Specific/solinas32_2e194m33_8limbs/femulDisplay.log                       
   0m04.01s |   735372 ko | Specific/solinas32_2e221m3_8limbs/fesquareDisplay.log                     
   0m04.00s |   542364 ko | Arithmetic/MontgomeryReduction/WordByWord/Proofs.vo                       
   0m04.00s |   747688 ko | Specific/montgomery32_2e369m25_12limbs/fesubDisplay.log                   
   0m04.00s |   748016 ko | Specific/montgomery32_2e379m19_12limbs/feaddDisplay.log                   
   0m04.00s |   735436 ko | Specific/solinas32_2e191m19_8limbs/fesquareDisplay.log                    
   0m03.99s |   748020 ko | Specific/montgomery32_2e383m187_12limbs/fesubDisplay.log                  
   0m03.99s |   748468 ko | Specific/montgomery32_2e384m79x2e376m1_12limbs/feaddDisplay.log           
   0m03.99s |   736352 ko | Specific/solinas32_2e174m17_8limbs/femulDisplay.log                       
   0m03.99s |   743684 ko | Specific/solinas32_2e382m105_17limbs/freezeDisplay.log                    
   0m03.99s |   736356 ko | Specific/solinas64_2e379m19_8limbs/fesquareDisplay.log                    
   0m03.99s |   735128 ko | Specific/solinas64_2e414m17_8limbs/fesquareDisplay.log                    
   0m03.98s |   744300 ko | Specific/solinas32_2e413m21_17limbs/freezeDisplay.log                     
   0m03.98s |   747076 ko | Specific/solinas32_2e480m2e240m1_18limbs/freezeDisplay.log                
   0m03.97s |   743704 ko | Specific/solinas32_2e414m17_17limbs/freezeDisplay.log                     
   0m03.97s |   734868 ko | Specific/solinas64_2e256m2e32m977_6limbs/femulDisplay.log                 
   0m03.97s |   737964 ko | Specific/solinas64_2e383m187_8limbs/femulDisplay.log                      
   0m03.97s |   737212 ko | Specific/solinas64_2e452m3_8limbs/femulDisplay.log                        
   0m03.96s |   748228 ko | Specific/montgomery32_2e384m5x2e368m1_12limbs/feaddDisplay.log            
   0m03.96s |   733488 ko | Specific/solinas32_2e174m17_8limbs/fesquareDisplay.log                    
   0m03.96s |   735344 ko | Specific/solinas32_2e189m25_8limbs/fesquareDisplay.log                    
   0m03.96s |   734508 ko | Specific/solinas32_2e198m17_8limbs/fesquareDisplay.log                    
   0m03.96s |   736316 ko | Specific/solinas32_2e198m17_9limbs/femulDisplay.log                       
   0m03.96s |   745528 ko | Specific/solinas32_2e468m17_18limbs/freezeDisplay.log                     
   0m03.96s |   655592 ko | Specific/solinas64_2e224m2e96p1_5limbs/Synthesis.vo                       
   0m03.95s |   739528 ko | Specific/solinas32_2e216m2e108m1_8limbs/femulDisplay.log                  
   0m03.95s |   743936 ko | Specific/solinas32_2e384m317_17limbs/freezeDisplay.log                    
   0m03.95s |   740692 ko | Specific/solinas64_2e448m2e224m1_8limbs/fesquareDisplay.log               
   0m03.94s |   734812 ko | Specific/solinas32_2e165m25_8limbs/fesquareDisplay.log                    
   0m03.94s |   735680 ko | Specific/solinas32_2e196m15_8limbs/femulDisplay.log                       
   0m03.94s |   735736 ko | Specific/solinas32_2e213m3_8limbs/fesquareDisplay.log                     
   0m03.93s |   753536 ko | Specific/montgomery32_2e448m2e224m1_14limbs/feoppDisplay.log              
   0m03.93s |   733472 ko | Specific/solinas32_2e174m3_8limbs/fesquareDisplay.log                     
   0m03.93s |   746956 ko | Specific/solinas32_2e488m17_19limbs/freezeDisplay.log                     
   0m03.93s |   737968 ko | Specific/solinas64_2e383m421_8limbs/femulDisplay.log                      
   0m03.92s |   735044 ko | Specific/solinas32_2e194m33_8limbs/fesquareDisplay.log                    
   0m03.92s |   737204 ko | Specific/solinas32_2e243m9_9limbs/femulDisplay.log                        
   0m03.92s |   741560 ko | Specific/solinas32_2e369m25_16limbs/freezeDisplay.log                     
   0m03.92s |   737028 ko | Specific/solinas64_2e414m17_9limbs/fesquareDisplay.log                    
   0m03.92s |   737600 ko | Specific/solinas64_2e468m17_8limbs/femulDisplay.log                       
   0m03.92s |   737432 ko | Specific/solinas64_2e495m31_9limbs/fesquareDisplay.log                    
   0m03.91s |   734064 ko | Specific/montgomery64_2e444m17_7limbs/fesubDisplay.log                    
   0m03.91s |   656012 ko | Specific/solinas64_2e216m2e108m1_5limbs/Synthesis.vo                      
   0m03.89s |   741652 ko | Specific/solinas32_2e383m187_16limbs/freezeDisplay.log                    
   0m03.89s |   733952 ko | Specific/solinas64_2e256m2e32m977_6limbs/fesquareDisplay.log              
   0m03.89s |   740804 ko | Specific/solinas64_2e480m2e240m1_8limbs/fesquareDisplay.log               
   0m03.88s |   752232 ko | Specific/montgomery32_2e444m17_14limbs/feoppDisplay.log                   
   0m03.88s |   735176 ko | Specific/solinas32_2e212m29_8limbs/femulDisplay.log                       
   0m03.87s |   735684 ko | Specific/solinas32_2e189m25_8limbs/femulDisplay.log                       
   0m03.87s |   741844 ko | Specific/solinas32_2e383m31_16limbs/freezeDisplay.log                     
   0m03.87s |   649120 ko | Specific/solinas64_2e256m189_5limbs/Synthesis.vo                          
   0m03.87s |   737896 ko | Specific/solinas64_2e382m105_8limbs/femulDisplay.log                      
   0m03.87s |   735608 ko | Specific/solinas64_2e444m17_8limbs/fesquareDisplay.log                    
   0m03.86s |   648764 ko | Specific/solinas64_2e243m9_5limbs/Synthesis.vo                            
   0m03.86s |   650060 ko | Specific/solinas64_2e255m765_5limbs/Synthesis.vo                          
   0m03.85s |   734404 ko | Specific/montgomery64_2e401m31_7limbs/feaddDisplay.log                    
   0m03.85s |   735660 ko | Specific/solinas64_2e452m3_8limbs/fesquareDisplay.log                     
   0m03.84s |   745544 ko | Specific/montgomery32_2e321m9_11limbs/feaddDisplay.log                    
   0m03.84s |   734284 ko | Specific/solinas32_2e190m11_8limbs/fesquareDisplay.log                    
   0m03.84s |   735616 ko | Specific/solinas64_2e468m17_8limbs/fesquareDisplay.log                    
   0m03.84s |   738532 ko | Specific/solinas64_2e468m17_9limbs/fesquareDisplay.log                    
   0m03.83s |   735152 ko | Specific/montgomery64_2e448m2e224m1_7limbs/feaddDisplay.log               
   0m03.83s |   734780 ko | Specific/montgomery64_2e448m2e224m1_7limbs/fesubDisplay.log               
   0m03.82s |   734180 ko | Specific/montgomery64_2e401m31_7limbs/fesubDisplay.log                    
   0m03.82s |   733792 ko | Specific/solinas32_2e196m15_8limbs/fesquareDisplay.log                    
   0m03.82s |   735464 ko | Specific/solinas32_2e198m17_9limbs/fesquareDisplay.log                    
   0m03.82s |   736372 ko | Specific/solinas32_2e243m9_9limbs/fesquareDisplay.log                     
   0m03.81s |   748364 ko | Specific/montgomery32_2e383m31_12limbs/feaddDisplay.log                   
   0m03.81s |   733984 ko | Specific/montgomery64_2e413m21_7limbs/fesubDisplay.log                    
   0m03.81s |   738316 ko | Specific/solinas32_2e216m2e108m1_8limbs/fesquareDisplay.log               
   0m03.81s |   736656 ko | Specific/solinas64_2e383m187_8limbs/fesquareDisplay.log                   
   0m03.80s |   741788 ko | Specific/X2448/Karatsuba/C64/femulDisplay.log                             
   0m03.80s |   745080 ko | Specific/montgomery32_2e321m9_11limbs/fesubDisplay.log                    
   0m03.80s |   745192 ko | Specific/montgomery32_2e336m17_11limbs/fesubDisplay.log                   
   0m03.80s |   734080 ko | Specific/montgomery64_2e414m17_7limbs/fesubDisplay.log                    
   0m03.80s |   734488 ko | Specific/montgomery64_2e416m2e208m1_7limbs/fesubDisplay.log               
   0m03.80s |   734252 ko | Specific/montgomery64_2e444m17_7limbs/feaddDisplay.log                    
   0m03.80s |   743288 ko | Specific/solinas32_2e448m2e224m1_16limbs/freezeDisplay.log                
   0m03.80s |   740292 ko | Specific/solinas64_2e416m2e208m1_8limbs/fesquareDisplay.log               
   0m03.79s |   734240 ko | Specific/montgomery64_2e414m17_7limbs/feaddDisplay.log                    
   0m03.78s |   747388 ko | Specific/montgomery32_2e379m19_12limbs/fesubDisplay.log                   
   0m03.78s |   641768 ko | Specific/montgomery64_2e158m15_3limbs/Synthesis.vo                        
   0m03.78s |   734376 ko | Specific/montgomery64_2e389m21_7limbs/fesubDisplay.log                    
   0m03.78s |   734184 ko | Specific/montgomery64_2e413m21_7limbs/feaddDisplay.log                    
   0m03.78s |   736484 ko | Specific/solinas32_2e213m3_8limbs/femulDisplay.log                        
   0m03.78s |   746860 ko | Specific/solinas32_2e450m2e225m1_18limbs/freezeDisplay.log                
   0m03.78s |   745140 ko | Specific/solinas32_2e452m3_18limbs/freezeDisplay.log                      
   0m03.77s |   745260 ko | Specific/montgomery32_2e338m15_11limbs/feaddDisplay.log                   
   0m03.77s |   746652 ko | Specific/solinas32_2e448m2e224m1_18limbs/freezeDisplay.log                
   0m03.76s |   746296 ko | Specific/montgomery32_2e322m2e161m1_11limbs/feaddDisplay.log              
   0m03.76s |   745872 ko | Specific/montgomery32_2e322m2e161m1_11limbs/fesubDisplay.log              
   0m03.76s |   745076 ko | Specific/montgomery32_2e338m15_11limbs/fesubDisplay.log                   
   0m03.76s |   749032 ko | Specific/montgomery32_2e401m31_13limbs/feoppDisplay.log                   
   0m03.76s |   735924 ko | Specific/montgomery64_2e521m1_9limbs/feoppDisplay.log                     
   0m03.76s |   736188 ko | Specific/solinas32_2e174m3_8limbs/femulDisplay.log                        
   0m03.76s |   733764 ko | Specific/solinas32_2e212m29_8limbs/fesquareDisplay.log                    
   0m03.76s |   743708 ko | Specific/solinas32_2e383m187_17limbs/freezeDisplay.log                    
   0m03.76s |   743940 ko | Specific/solinas32_2e401m31_17limbs/freezeDisplay.log                     
   0m03.75s |   392236 ko | Compilers/EtaWf.vo                                                        
   0m03.75s |   642184 ko | Specific/montgomery64_2e189m25_3limbs/Synthesis.vo                        
